Week,Violence_score,Year
6,0.018890675241157555,2011
7,0.014469453376205787,2011
8,0.024115755627009645,2011
9,0.017684887459807074,2011
10,0.01487138263665595,2011
11,0.02009646302250804,2011
12,0.022909967845659164,2011
13,0.01969453376205788,2011
14,0.018890675241157555,2011
15,0.01969453376205788,2011
16,0.01969453376205788,2011
17,0.02009646302250804,2011
18,0.01929260450160772,2011
19,0.016881028938906754,2011
20,0.022508038585209004,2011
21,0.01929260450160772,2011
22,0.01929260450160772,2011
23,0.02451768488745981,2011
24,0.02090032154340836,2011
25,0.01929260450160772,2011
26,0.017282958199356914,2011
27,0.023713826366559485,2011
28,0.021704180064308683,2011
29,0.029340836012861738,2011
30,0.02009646302250804,2011
31,0.0204983922829582,2011
32,0.01647909967845659,2011
33,0.0204983922829582,2011
34,0.01487138263665595,2011
35,0.017282958199356914,2011
36,0.014067524115755627,2011
37,0.01969453376205788,2011
38,0.018086816720257234,2011
39,0.022106109324758844,2011
40,0.013263665594855305,2011
41,0.01567524115755627,2011
42,0.014469453376205787,2011
43,0.02009646302250804,2011
44,0.022106109324758844,2011
45,0.02090032154340836,2011
46,0.01527331189710611,2011
47,0.0204983922829582,2011
48,0.022106109324758844,2011
49,0.024115755627009645,2011
50,0.017282958199356914,2011
51,0.02652733118971061,2011
52,0.01647909967845659,2011
1,0.017557251908396947,2012
2,0.01870229007633588,2012
3,0.019465648854961833,2012
4,0.015267175572519083,2012
5,0.011450381679389313,2012
6,0.020610687022900764,2012
7,0.019465648854961833,2012
8,0.019083969465648856,2012
9,0.01603053435114504,2012
10,0.01183206106870229,2012
11,0.011068702290076336,2012
12,0.019083969465648856,2012
13,0.016412213740458016,2012
14,0.0183206106870229,2012
15,0.015648854961832062,2012
16,0.025572519083969465,2012
17,0.02366412213740458,2012
18,0.017557251908396947,2012
19,0.021755725190839695,2012
20,0.019465648854961833,2012
21,0.015648854961832062,2012
22,0.019083969465648856,2012
23,0.02366412213740458,2012
24,0.016793893129770993,2012
25,0.01870229007633588,2012
26,0.01870229007633588,2012
27,0.022900763358778626,2012
28,0.022137404580152672,2012
29,0.025954198473282442,2012
30,0.023282442748091603,2012
31,0.0183206106870229,2012
32,0.021755725190839695,2012
33,0.024045801526717557,2012
34,0.019465648854961833,2012
35,0.01870229007633588,2012
36,0.016412213740458016,2012
37,0.01450381679389313,2012
38,0.014885496183206106,2012
39,0.024045801526717557,2012
40,0.020610687022900764,2012
41,0.02251908396946565,2012
42,0.019083969465648856,2012
43,0.01984732824427481,2012
44,0.013740458015267175,2012
45,0.022900763358778626,2012
46,0.0183206106870229,2012
47,0.021755725190839695,2012
48,0.020229007633587787,2012
49,0.019083969465648856,2012
50,0.020229007633587787,2012
51,0.025954198473282442,2012
52,0.01870229007633588,2012
